Date,Time,Platform,Post_UID,Text,Media_Path
2026-09-13,08:00,YouTube,EP01-SUN-YOUTUBE-LONG-FORM-001,"Full video essay exploring Surah Muhammad 47:24 and the journey back to divine guidance. Join us for an unhurried, authentic reflection.

Watch here: https://youtube.com/@HuursStudio

Download the companion guide via link in description.

#ComeBackToQuran #HuursStudio #Tadabbur #QuranReflection",/mnt/AI/ag/Campaign/10_VIDEO/QURAN-COMEBACK-VIDEO-001.md | /mnt/AI/ag/Campaign/09_IMAGE/QURAN-COMEBACK-HERO-001.jpg
2026-09-14,12:00,YouTube Shorts / Reels / TikTok,EP01-MON-YOUTUBE-VERTICAL-002,"Why do we spend hours listening to people talk ABOUT Allah, but never sit down to listen to Allah Himself? You Don't Need Another Islamic Video — You Need the Qur'an. #Shorts

#Shorts #Reels #TikTok #QuranReminder #SpiritualAwakening",/mnt/AI/ag/Campaign/08_SCRIPTS/QURAN-COMEBACK-SHORTS-001.md
2026-09-15,12:00,YouTube Shorts / Reels / TikTok,EP01-TUE-YOUTUBE-VERTICAL-003,"Listen to this verse with an open heart. Surah Muhammad 47:24. What is Allah asking of you right now?

#QuranAyah #DailyQuran #Tadabbur #HuursStudio",/mnt/AI/ag/Campaign/08_SCRIPTS/QURAN-COMEBACK-SHORTS-001.md
2026-09-15,15:00,WhatsApp Status / Telegram Channel,EP01-TUE-WHATSAPP-REFLECTION-004,"🌿 *Huurs Daily Contemplation — Episode 1*

""Surah Muhammad 47:24""

Pause for 60 seconds before scrolling further. Speak to Allah in your own words today.

#DailyReflection",/mnt/AI/ag/Campaign/14_SOCIAL/renders/whatsapp_card_001.png
2026-09-16,12:00,YouTube Shorts / Reels / TikTok,EP01-WED-YOUTUBE-VERTICAL-005,"Don't change everything overnight. Just commit 5 minutes tonight to Surah Muhammad 47:24. Here's the exact micro-routine.

#QuranHabit #ProductiveMuslim #Consistency",/mnt/AI/ag/Campaign/08_SCRIPTS/QURAN-COMEBACK-SHORTS-001.md
2026-09-16,16:00,Instagram,EP01-WED-INSTAGRAM-10-SLIDE-006,"We don't lack reminders. We lack five quiet minutes with the words of our Lord.

If you’ve been feeling distant, tired, or spiritually dry, don’t wait until you “fix your life” before opening the Qur'an. The Qur'an is where the healing begins.

Tonight, take the 5-Minute Return challenge:
1. Turn off your screen.
2. Read Surah Al-Baqarah, verse 186.
3. Make one sincere, private dua.

Save this for tonight, and share it with someone who needs to hear this.

#ComeBackToQuran #Tadabbur #QuranReflection #SpiritualRenewal #HuursStudio #ReadReflectReturn

#ComeBackToQuran #Tadabbur #QuranReflection #SpiritualRenewal #HuursStudio",/mnt/AI/ag/Campaign/14_SOCIAL/renders/carousel_001
2026-09-17,12:00,YouTube Shorts / Reels / TikTok,EP01-THU-YOUTUBE-VERTICAL-007,"An honest question for your soul today: When was the last time the Qur'an made you pause and weep in relief? You Don't Need Another Islamic Video — You Need the Qur'an.

#DeepQuestion #HeartAudit #FaithReflection",/mnt/AI/ag/Campaign/08_SCRIPTS/QURAN-COMEBACK-SHORTS-001.md
2026-09-17,17:00,Email / Substack Newsletter,EP01-THU-EMAIL-CONTEMPLATION-008,"Weekly broadcast dropping the complete pedagogical context of Surah Muhammad 47:24, classical tafsir insights from Ibn Kathir, and guided journal prompts.

#Newsletter #EmailBroadcast",/mnt/AI/ag/Campaign/15_MARKETING/QURAN-COMEBACK-EMAIL-SERIES-001.md
2026-09-18,07:00,YouTube Shorts / Reels / TikTok,EP01-FRI-YOUTUBE-VERTICAL-009,"Jummah Mubarak. As you prepare for prayer, remember: Surah Muhammad 47:24. A mind that rushes through life misses the peace of the Qur'an.

#JummahMubarak #FridayReflection #Tartil",/mnt/AI/ag/Campaign/08_SCRIPTS/QURAN-COMEBACK-SHORTS-001.md
2026-09-18,10:00,Twitter / X,EP01-FRI-TWITTER-10-POST-010,"1/10 Most Muslims think they need another motivational lecture. But here is why the Qur'an is the only thing that actually cures the restless heart: A thread on Surah Muhammad 47:24. 🧵

#Quran #Islam #Tadabbur #Wisdom",/mnt/AI/ag/Campaign/14_SOCIAL/QURAN-COMEBACK-SOCIAL-001.md
2026-09-19,09:00,Spotify / Apple Podcasts / Web,EP01-SAT-SPOTIFY-SPOKEN-011,"Unhurried 6-minute spoken reflection over natural morning acoustic atmosphere (zero music). Designed for morning walks, quiet commutes, or evening reflection. You Don't Need Another Islamic Video — You Need the Qur'an.

#IslamicPodcast #CalmReflection #MorningRoutine",/mnt/AI/ag/Campaign/11_AUDIO/QURAN-COMEBACK-AUDIO-001.md
