Date,Time,Platform,Post_UID,Text,Media_Path
2026-11-08,08:00,YouTube,EP09-SUN-YOUTUBE-LONG-FORM-089,"Full video essay exploring Surah Al-Asr 103:1–3 and the journey back to divine guidance. Join us for an unhurried, authentic reflection.

Watch here: https://youtube.com/@HuursStudio

Download the companion guide via link in description.

#ComeBackToQuran #HuursStudio #Tadabbur #QuranReflection",/mnt/AI/ag/Campaign/10_VIDEO/QURAN-COMEBACK-VIDEO-009.md | /mnt/AI/ag/Campaign/09_IMAGE/QURAN-COMEBACK-TIME-009.jpg
2026-11-09,12:00,YouTube Shorts / Reels / TikTok,EP09-MON-YOUTUBE-VERTICAL-090,"Why do we spend hours listening to people talk ABOUT Allah, but never sit down to listen to Allah Himself? The Surah That Explains Why You're Losing. #Shorts

#Shorts #Reels #TikTok #QuranReminder #SpiritualAwakening",/mnt/AI/ag/Campaign/08_SCRIPTS/QURAN-COMEBACK-SHORTS-009.md
2026-11-10,12:00,YouTube Shorts / Reels / TikTok,EP09-TUE-YOUTUBE-VERTICAL-091,"Listen to this verse with an open heart. Surah Al-Asr 103:1–3. What is Allah asking of you right now?

#QuranAyah #DailyQuran #Tadabbur #HuursStudio",/mnt/AI/ag/Campaign/08_SCRIPTS/QURAN-COMEBACK-SHORTS-009.md
2026-11-10,15:00,WhatsApp Status / Telegram Channel,EP09-TUE-WHATSAPP-REFLECTION-092,"🌿 *Huurs Daily Contemplation — Episode 9*

""Surah Al-Asr 103:1–3""

Pause for 60 seconds before scrolling further. Speak to Allah in your own words today.

#DailyReflection",/mnt/AI/ag/Campaign/14_SOCIAL/renders/whatsapp_card_009.png
2026-11-11,12:00,YouTube Shorts / Reels / TikTok,EP09-WED-YOUTUBE-VERTICAL-093,"Don't change everything overnight. Just commit 5 minutes tonight to Surah Al-Asr 103:1–3. Here's the exact micro-routine.

#QuranHabit #ProductiveMuslim #Consistency",/mnt/AI/ag/Campaign/08_SCRIPTS/QURAN-COMEBACK-SHORTS-009.md
2026-11-11,16:00,Instagram,EP09-WED-INSTAGRAM-10-SLIDE-094,"Come back to the Qur'an with Episode 9: The Surah That Explains Why You're Losing. Focus on Surah Al-Asr 103:1–3. Read it. Understand it. Live it.

#ComeBackToQuran #Tadabbur #QuranReflection #SpiritualRenewal #HuursStudio",/mnt/AI/ag/Campaign/14_SOCIAL/renders/carousel_009
2026-11-12,12:00,YouTube Shorts / Reels / TikTok,EP09-THU-YOUTUBE-VERTICAL-095,"An honest question for your soul today: When was the last time the Qur'an made you pause and weep in relief? The Surah That Explains Why You're Losing.

#DeepQuestion #HeartAudit #FaithReflection",/mnt/AI/ag/Campaign/08_SCRIPTS/QURAN-COMEBACK-SHORTS-009.md
2026-11-12,17:00,Email / Substack Newsletter,EP09-THU-EMAIL-CONTEMPLATION-096,"Weekly broadcast dropping the complete pedagogical context of Surah Al-Asr 103:1–3, classical tafsir insights from Ibn Kathir, and guided journal prompts.

#Newsletter #EmailBroadcast",/mnt/AI/ag/Campaign/15_MARKETING/QURAN-COMEBACK-EMAIL-SERIES-001.md
2026-11-13,07:00,YouTube Shorts / Reels / TikTok,EP09-FRI-YOUTUBE-VERTICAL-097,"Jummah Mubarak. As you prepare for prayer, remember: Surah Al-Asr 103:1–3. A mind that rushes through life misses the peace of the Qur'an.

#JummahMubarak #FridayReflection #Tartil",/mnt/AI/ag/Campaign/08_SCRIPTS/QURAN-COMEBACK-SHORTS-009.md
2026-11-13,10:00,Twitter / X,EP09-FRI-TWITTER-10-POST-098,"1/10 Most Muslims think they need another motivational lecture. But here is why the Qur'an is the only thing that actually cures the restless heart: A thread on Surah Al-Asr 103:1–3. 🧵

#Quran #Islam #Tadabbur #Wisdom",/mnt/AI/ag/Campaign/14_SOCIAL/QURAN-COMEBACK-SOCIAL-009.md
2026-11-14,09:00,Spotify / Apple Podcasts / Web,EP09-SAT-SPOTIFY-SPOKEN-099,"Unhurried 6-minute spoken reflection over natural morning acoustic atmosphere (zero music). Designed for morning walks, quiet commutes, or evening reflection. The Surah That Explains Why You're Losing.

#IslamicPodcast #CalmReflection #MorningRoutine",/mnt/AI/ag/Campaign/11_AUDIO/QURAN-COMEBACK-AUDIO-009.md
