Date,Time,Platform,Post_UID,Text,Media_Path
2026-11-01,08:00,YouTube,EP08-SUN-YOUTUBE-LONG-FORM-078,"Full video essay exploring Surah Ta-Ha 20:2 and the journey back to divine guidance. Join us for an unhurried, authentic reflection.

Watch here: https://youtube.com/@HuursStudio

Download the companion guide via link in description.

#ComeBackToQuran #HuursStudio #Tadabbur #QuranReflection",/mnt/AI/ag/Campaign/10_VIDEO/QURAN-COMEBACK-VIDEO-008.md | /mnt/AI/ag/Campaign/09_IMAGE/QURAN-COMEBACK-ROUTINE-008.jpg
2026-11-02,12:00,YouTube Shorts / Reels / TikTok,EP08-MON-YOUTUBE-VERTICAL-079,"Why do we spend hours listening to people talk ABOUT Allah, but never sit down to listen to Allah Himself? A Qur'an Routine for Someone Who Has No Time. #Shorts

#Shorts #Reels #TikTok #QuranReminder #SpiritualAwakening",/mnt/AI/ag/Campaign/08_SCRIPTS/QURAN-COMEBACK-SHORTS-008.md
2026-11-03,12:00,YouTube Shorts / Reels / TikTok,EP08-TUE-YOUTUBE-VERTICAL-080,"Listen to this verse with an open heart. Surah Ta-Ha 20:2. What is Allah asking of you right now?

#QuranAyah #DailyQuran #Tadabbur #HuursStudio",/mnt/AI/ag/Campaign/08_SCRIPTS/QURAN-COMEBACK-SHORTS-008.md
2026-11-03,15:00,WhatsApp Status / Telegram Channel,EP08-TUE-WHATSAPP-REFLECTION-081,"🌿 *Huurs Daily Contemplation — Episode 8*

""Surah Ta-Ha 20:2""

Pause for 60 seconds before scrolling further. Speak to Allah in your own words today.

#DailyReflection",/mnt/AI/ag/Campaign/14_SOCIAL/renders/whatsapp_card_008.png
2026-11-04,12:00,YouTube Shorts / Reels / TikTok,EP08-WED-YOUTUBE-VERTICAL-082,"Don't change everything overnight. Just commit 5 minutes tonight to Surah Ta-Ha 20:2. Here's the exact micro-routine.

#QuranHabit #ProductiveMuslim #Consistency",/mnt/AI/ag/Campaign/08_SCRIPTS/QURAN-COMEBACK-SHORTS-008.md
2026-11-04,16:00,Instagram,EP08-WED-INSTAGRAM-10-SLIDE-083,"Come back to the Qur'an with Episode 8: A Qur'an Routine for Someone Who Has No Time. Focus on Surah Ta-Ha 20:2. Read it. Understand it. Live it.

#ComeBackToQuran #Tadabbur #QuranReflection #SpiritualRenewal #HuursStudio",/mnt/AI/ag/Campaign/14_SOCIAL/renders/carousel_008
2026-11-05,12:00,YouTube Shorts / Reels / TikTok,EP08-THU-YOUTUBE-VERTICAL-084,"An honest question for your soul today: When was the last time the Qur'an made you pause and weep in relief? A Qur'an Routine for Someone Who Has No Time.

#DeepQuestion #HeartAudit #FaithReflection",/mnt/AI/ag/Campaign/08_SCRIPTS/QURAN-COMEBACK-SHORTS-008.md
2026-11-05,17:00,Email / Substack Newsletter,EP08-THU-EMAIL-CONTEMPLATION-085,"Weekly broadcast dropping the complete pedagogical context of Surah Ta-Ha 20:2, classical tafsir insights from Ibn Kathir, and guided journal prompts.

#Newsletter #EmailBroadcast",/mnt/AI/ag/Campaign/15_MARKETING/QURAN-COMEBACK-EMAIL-SERIES-001.md
2026-11-06,07:00,YouTube Shorts / Reels / TikTok,EP08-FRI-YOUTUBE-VERTICAL-086,"Jummah Mubarak. As you prepare for prayer, remember: Surah Ta-Ha 20:2. A mind that rushes through life misses the peace of the Qur'an.

#JummahMubarak #FridayReflection #Tartil",/mnt/AI/ag/Campaign/08_SCRIPTS/QURAN-COMEBACK-SHORTS-008.md
2026-11-06,10:00,Twitter / X,EP08-FRI-TWITTER-10-POST-087,"1/10 Most Muslims think they need another motivational lecture. But here is why the Qur'an is the only thing that actually cures the restless heart: A thread on Surah Ta-Ha 20:2. 🧵

#Quran #Islam #Tadabbur #Wisdom",/mnt/AI/ag/Campaign/14_SOCIAL/QURAN-COMEBACK-SOCIAL-008.md
2026-11-07,09:00,Spotify / Apple Podcasts / Web,EP08-SAT-SPOTIFY-SPOKEN-088,"Unhurried 6-minute spoken reflection over natural morning acoustic atmosphere (zero music). Designed for morning walks, quiet commutes, or evening reflection. A Qur'an Routine for Someone Who Has No Time.

#IslamicPodcast #CalmReflection #MorningRoutine",/mnt/AI/ag/Campaign/11_AUDIO/QURAN-COMEBACK-AUDIO-008.md
